classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
61212723,not-logged-in-56ebc9c4d89713d3edaa,,56ebc9c4d89713d3edaa,4351,Images (Part I),6.13,2017-06-24 16:55:11 UTC,,,"{""session"":""8fb390ffb65e7591862c813f531783f1b746011148f2df4e2cb2720cbe8d288f"",""viewport"":{""width"":352,""height"":527},""started_at"":""2017-06-24T16:55:09.814Z"",""user_agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_1 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) Mobile/14E304 [FBAN/FBIOS;FBAV/96.0.0.45.70;FBBV/60548545;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/10.3.1;FBSS/2;FBCR/EE;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/0]"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T16:55:11.022Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":302,""clientHeight"":302,""naturalWidth"":800,""naturalHeight"":800}]}","[{""task"":""T1"",""value"":"""",""task_label"":""Describe the contents of the image""}]","{""10535495"":{""retired"":null,""Filename"":""Graphene.jpg""}}",10535495
61212903,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 16:57:05 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":263},""started_at"":""2017-06-24T16:51:43.284Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T16:57:04.133Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":300,""clientHeight"":400,""naturalWidth"":300,""naturalHeight"":400}]}","[{""task"":""T1"",""value"":""The line goes from p to a wiggly w and up to e. There is also a n connected to the wiggly w on the left which extends to a ve"",""task_label"":""Describe the contents of the image""}]","{""10535498"":{""retired"":null,""Filename"":""Pdecay.jpg""}}",10535498
61213277,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:01:10 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":263},""started_at"":""2017-06-24T16:57:07.206Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:01:09.140Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":309,""clientHeight"":266,""naturalWidth"":604,""naturalHeight"":520}]}","[{""task"":""T1"",""value"":""Other factors accounts for 7% of carbon emissions, residential and commercial factors account for 10% of carbon emissions, Industry accounts for 15% of carbon emissions, transportation accounts for 32% of carbon emissions and finally the largest proportion of 36% is accounted for by electricity."",""task_label"":""Describe the contents of the image""}]","{""10535493"":{""retired"":null,""Filename"":""CE1.jpg""}}",10535493
61213509,not-logged-in-db3b9797de72eb190c08,,db3b9797de72eb190c08,4351,Images (Part I),6.13,2017-06-24 17:05:28 UTC,,,"{""session"":""c1f72db5c10a5d62cb35f7ca208403b61e311760cc2ace0b81247b2333d5fe14"",""viewport"":{""width"":375,""height"":645},""started_at"":""2017-06-24T16:56:34.168Z"",""user_agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/97.0.0.43.68;FBBV/61443128;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/2;FBCR/vodafoneUK;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/0]"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:05:27.906Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":302,""clientHeight"":241,""naturalWidth"":449,""naturalHeight"":359}]}","[{""task"":""T1"",""value"":""Hello! This image shows a cross section drawing of the human eye. \n- The left of the image shows the front of the eye, which is what the outside world can see, like the iris.  \n- The right of the image shows the back of the eye, the parts that are inside the eye sockets, like the retina. \n- This diagram shows the cornea, Iris and lens at the front of the eye.\n- The vitreous body and the sclera are in the middle of the eye.\n- The choroid layer, macula, retina and optic nerve to the brain are shown at the back of the eye. \n\n"",""task_label"":""Describe the contents of the image""}]","{""10535494"":{""retired"":null,""Filename"":""Eye1.jpg""}}",10535494
61213597,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:07:17 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":263},""started_at"":""2017-06-24T17:01:11.440Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:07:15.907Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":309,""clientHeight"":247,""naturalWidth"":449,""naturalHeight"":359}]}","[{""task"":""T1"",""value"":""The cross-section diagram of an eye. A main body consists of vitreous body and a lens. Outside of these are other layers that we other functions."",""task_label"":""Describe the contents of the image""}]","{""10535494"":{""retired"":null,""Filename"":""Eye1.jpg""}}",10535494
61213747,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:09:42 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":263},""started_at"":""2017-06-24T17:07:17.363Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:09:40.530Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":191,""clientHeight"":287,""naturalWidth"":400,""naturalHeight"":600}]}","[{""task"":""T1"",""value"":""The hot reservoir is followed by the engineby the process called Qh (which makes a byproduct called w) which then leads on the the cold reservoir by the process QC."",""task_label"":""Describe the contents of the image""}]","{""10535496"":{""retired"":null,""Filename"":""HeatEngine.jpg""}}",10535496
61213783,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:10:04 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":568},""started_at"":""2017-06-24T17:09:41.858Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:10:03.405Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":309,""clientHeight"":233,""naturalWidth"":520,""naturalHeight"":391}]}","[{""task"":""T1"",""value"":"""",""task_label"":""Describe the contents of the image""}]","{""10535497"":{""retired"":null,""Filename"":""NASA.jpg""}}",10535497
61213896,not-logged-in-db3b9797de72eb190c08,,db3b9797de72eb190c08,4351,Images (Part I),6.13,2017-06-24 17:11:18 UTC,,,"{""session"":""c1f72db5c10a5d62cb35f7ca208403b61e311760cc2ace0b81247b2333d5fe14"",""viewport"":{""width"":375,""height"":645},""started_at"":""2017-06-24T17:05:32.483Z"",""user_agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/97.0.0.43.68;FBBV/61443128;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/2;FBCR/vodafoneUK;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/0]"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:11:18.126Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":302,""clientHeight"":210,""naturalWidth"":542,""naturalHeight"":377}]}","[{""task"":""T1"",""value"":""- this line graph shows the difference in speeds between two cars\n-the x axis shows the velocity in KMS \n-the x axis goes from 0 - 70 KMS at a leap of 10 KMS per bar increase. \n-the y axis shows the time taken in seconds.\n-the y axis goes from 0-60 seconds at a leap of 10 seconds per bar increase. \n- car 1 peaked at 60KMS after 20 seconds, flat lined until 40 seconds and decreased back to 0KMS at 60 seconds. \n- car 2 traveled at a consistent speed and stayed at 30 KMS for the whole 60 seconds \n"",""task_label"":""Describe the contents of the image""}]","{""10535500"":{""retired"":null,""Filename"":""VT1.jpg""}}",10535500
61213923,not-logged-in-db3b9797de72eb190c08,,db3b9797de72eb190c08,4351,Images (Part I),6.13,2017-06-24 17:11:35 UTC,,,"{""session"":""c1f72db5c10a5d62cb35f7ca208403b61e311760cc2ace0b81247b2333d5fe14"",""viewport"":{""width"":375,""height"":645},""started_at"":""2017-06-24T17:11:20.118Z"",""user_agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/97.0.0.43.68;FBBV/61443128;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/2;FBCR/vodafoneUK;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/0]"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:11:35.621Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":300,""clientHeight"":400,""naturalWidth"":300,""naturalHeight"":400}]}","[{""task"":""T1"",""value"":""I don't understand this, sorry."",""task_label"":""Describe the contents of the image""}]","{""10535498"":{""retired"":null,""Filename"":""Pdecay.jpg""}}",10535498
61213937,not-logged-in-db3b9797de72eb190c08,,db3b9797de72eb190c08,4351,Images (Part I),6.13,2017-06-24 17:11:43 UTC,,,"{""session"":""c1f72db5c10a5d62cb35f7ca208403b61e311760cc2ace0b81247b2333d5fe14"",""viewport"":{""width"":352,""height"":605},""started_at"":""2017-06-24T17:11:36.825Z"",""user_agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 [FBAN/FBIOS;FBAV/97.0.0.43.68;FBBV/61443128;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iOS;FBSV/10.3.2;FBSS/2;FBCR/vodafoneUK;FBID/phone;FBLC/en_GB;FBOP/5;FBRV/0]"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:11:43.260Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":302,""clientHeight"":452,""naturalWidth"":400,""naturalHeight"":600}]}","[{""task"":""T1"",""value"":""Sorry."",""task_label"":""Describe the contents of the image""}]","{""10535496"":{""retired"":null,""Filename"":""HeatEngine.jpg""}}",10535496
61213943,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:11:46 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":263},""started_at"":""2017-06-24T17:10:08.952Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:11:45.269Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":309,""clientHeight"":227,""naturalWidth"":533,""naturalHeight"":391}]}","[{""task"":""T1"",""value"":""Average temperature increases across the months from January to July and august before decreasing in Celsius in the months following august to 7 degrees in December."",""task_label"":""Describe the contents of the image""}]","{""10535492"":{""retired"":null,""Filename"":""AT1.jpg""}}",10535492
61214024,not-logged-in-820c4883d555ae55ef98,,820c4883d555ae55ef98,4351,Images (Part I),6.13,2017-06-24 17:13:12 UTC,,,"{""session"":""d98e929f67194efc8abeee43a5c47a05bf5dc7c423007c6b5e4eb8c23fc728c8"",""viewport"":{""width"":1920,""height"":950},""started_at"":""2017-06-24T17:01:26.061Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:13:13.287Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":800,""clientHeight"":800,""naturalWidth"":800,""naturalHeight"":800}]}","[{""task"":""T1"",""value"":""its an arrangement of hexagons tessellating together to make a roughly rectangle shape overall (8 by 5).\non the top right corner, there is an OH group\non the bottom right is an OH and a double bod to an oxygen molecule (Both coming off a Hydrogen)\nthe top left is the same as the bottom right and there is an OH a third of the way along from the top left. \n"",""task_label"":""Describe the contents of the image""}]","{""10535495"":{""retired"":null,""Filename"":""Graphene.jpg""}}",10535495
61214156,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:14:28 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":512},""started_at"":""2017-06-24T17:11:46.703Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:14:26.688Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":309,""clientHeight"":224,""naturalWidth"":544,""naturalHeight"":394}]}","[{""task"":""T1"",""value"":""It's like a parallelogram! But not necessarily it has curved sides."",""task_label"":""Describe the contents of the image""}]","{""10535499"":{""retired"":null,""Filename"":""Stirling Engine.jpg""}}",10535499
61214231,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:15:18 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":263},""started_at"":""2017-06-24T17:14:27.523Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:15:17.172Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":286,""clientHeight"":205,""naturalWidth"":286,""naturalHeight"":205}]}","[{""task"":""T1"",""value"":""From f the bars dip and then begin to steadily increase up where they peak."",""task_label"":""Describe the contents of the image""}]","{""10535491"":{""retired"":null,""Filename"":""1.jpg""}}",10535491
61214477,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:18:02 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":263},""started_at"":""2017-06-24T17:15:18.090Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:18:00.721Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":309,""clientHeight"":215,""naturalWidth"":542,""naturalHeight"":377}]}","[{""task"":""T1"",""value"":""Velocity increases between 0 and 60 seconds, before staying level between 20 and 40 seconds and then curbing down ward between 40 and 60 seconds."",""task_label"":""Describe the contents of the image""}]","{""10535500"":{""retired"":null,""Filename"":""VT1.jpg""}}",10535500
61214562,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:19:13 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":263},""started_at"":""2017-06-24T17:18:01.982Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:19:13.012Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":309,""clientHeight"":309,""naturalWidth"":800,""naturalHeight"":800}]}","[{""task"":""T1"",""value"":""A chemical structure. Looks a bit like a nice honeycomb. But with random OH groups and OOH groups coming off it."",""task_label"":""Describe the contents of the image""}]","{""10535495"":{""retired"":null,""Filename"":""Graphene.jpg""}}",10535495
61214576,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:19:23 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":263},""started_at"":""2017-06-24T17:19:16.239Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:19:21.988Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":286,""clientHeight"":205,""naturalWidth"":286,""naturalHeight"":205}]}","[{""task"":""T1"",""value"":"""",""task_label"":""Describe the contents of the image""}]","{""10535491"":{""retired"":null,""Filename"":""1.jpg""}}",10535491
61214581,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:19:26 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":263},""started_at"":""2017-06-24T17:19:22.682Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:19:25.117Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":309,""clientHeight"":464,""naturalWidth"":400,""naturalHeight"":600}]}","[{""task"":""T1"",""value"":"""",""task_label"":""Describe the contents of the image""}]","{""10535496"":{""retired"":null,""Filename"":""HeatEngine.jpg""}}",10535496
61214590,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:19:29 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":263},""started_at"":""2017-06-24T17:19:26.112Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:19:28.904Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":309,""clientHeight"":247,""naturalWidth"":449,""naturalHeight"":359}]}","[{""task"":""T1"",""value"":"""",""task_label"":""Describe the contents of the image""}]","{""10535494"":{""retired"":null,""Filename"":""Eye1.jpg""}}",10535494
61214597,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:19:35 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":512},""started_at"":""2017-06-24T17:19:29.705Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:19:34.649Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":309,""clientHeight"":215,""naturalWidth"":542,""naturalHeight"":377}]}","[{""task"":""T1"",""value"":"""",""task_label"":""Describe the contents of the image""}]","{""10535500"":{""retired"":null,""Filename"":""VT1.jpg""}}",10535500
61214598,not-logged-in-19042a7d95e53b34b709,,19042a7d95e53b34b709,4351,Images (Part I),6.13,2017-06-24 17:19:39 UTC,,,"{""session"":""89f605b077518490aae91fc344820c15a127e07082d7942810f17a298197189d"",""viewport"":{""width"":360,""height"":263},""started_at"":""2017-06-24T17:19:35.542Z"",""user_agent"":""Mozilla/5.0 (Linux; Android 6.0.1; MotoG3 Build/MPIS24.107-55-2-12) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T17:19:38.477Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":300,""clientHeight"":400,""naturalWidth"":300,""naturalHeight"":400}]}","[{""task"":""T1"",""value"":"""",""task_label"":""Describe the contents of the image""}]","{""10535498"":{""retired"":null,""Filename"":""Pdecay.jpg""}}",10535498
61227424,not-logged-in-6511358b35271531cb30,,6511358b35271531cb30,4351,Images (Part I),6.13,2017-06-24 19:45:18 UTC,,,"{""session"":""40c3949a2b24a0d11497fadcd1e3eb981b4aa9f1f6bd4eb3fd308ecdb7b3532f"",""viewport"":{""width"":1280,""height"":670},""started_at"":""2017-06-24T19:43:50.507Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/601.4.4 (KHTML, like Gecko) Version/9.0.3 Safari/601.4.4"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T19:45:18.409Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":449,""clientHeight"":359,""naturalWidth"":449,""naturalHeight"":359}]}","[{""task"":""T1"",""value"":""This cross section of the eye demonstrates the structures behind the lens of the eye."",""task_label"":""Describe the contents of the image""}]","{""10535494"":{""retired"":null,""Filename"":""Eye1.jpg""}}",10535494
61236662,not-logged-in-57e58ec5e97336be7460,,57e58ec5e97336be7460,4351,Images (Part I),6.13,2017-06-24 21:25:36 UTC,,,"{""session"":""bf051790dec18e9b5cf40aa44645617c6f10c70172c81584d3b73a02ca52c4c7"",""viewport"":{""width"":1280,""height"":703},""started_at"":""2017-06-24T21:11:25.441Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T21:25:36.083Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":544,""clientHeight"":394,""naturalWidth"":544,""naturalHeight"":394}]}","[{""task"":""T1"",""value"":""Graph displays a the pressure volume relation of a Stirling Engine. On the vertical axis is the pressure measured in kPa and on the horizontal axis is volume measured in m^3. The graph is a closed loop, starting at the point of [1.0,3.5] and working anti clockwise, the graph starts as a vertical downwards line from [1.0,3.5] to [1.0,1.5]. The curve then follows a parabolic shape, from [1.0,1.5] to [2.0,0.75], starting with a large negative gradient and ending with a smaller negative gradient. After this, in our loop the graph goes vertically upwards to [2.0,1.75]. The final side of our loop connects this [2.0,1.75] point to the starting point at [1.0,3.5] forming another parabola that starts will a small gradient and increases with degreasing x."",""task_label"":""Describe the contents of the image""}]","{""10535499"":{""retired"":null,""Filename"":""Stirling Engine.jpg""}}",10535499
61242097,not-logged-in-fbc937d09efde50e5a91,,fbc937d09efde50e5a91,4351,Images (Part I),6.13,2017-06-24 22:30:24 UTC,,,"{""session"":""0c9004bae6d97daf590fe72ace4ff6a86f1a33a19fb45310b36598576d442c83"",""viewport"":{""width"":2048,""height"":1043},""started_at"":""2017-06-24T22:16:38.791Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0"",""utc_offset"":""-3600"",""finished_at"":""2017-06-24T22:30:21.127Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":400,""clientHeight"":600,""naturalWidth"":400,""naturalHeight"":600}]}","[{""task"":""T1"",""value"":""This image represents a simple diagram of a heat engine its elements depicted by 3 rectangles positioned one above the other. All of the rectangles have a blue outline around them and are themselves white, except from the middle one which has a blue outline and is turquoise in colour. All of the rectangles are labelled with letters in the middle. The top rectange is the Hot Reservoir (typo anyone?) from which an arrow points vertically down to the second rectangle called the Engine. On the right of this arrow a capital letter Q with a subscript capital H is positioned, thus this arrow signifies the heat flowing into the engine from the hot reservoir. There are two arrows which point away from the Engine rectangle, one of the points to the right and has a capital W written to the right of it, therefore this arrow represents the work done by the engine. The second arrow points vertically down the last rectangle called the Cold Reservoir. Again, to the right of this arrow a capital Q with a subscript capital C is written, thus this arrow represents the heat flowing from the engine to a cold reservoir (excess heat)."",""task_label"":""Describe the contents of the image""}]","{""10535496"":{""retired"":null,""Filename"":""HeatEngine.jpg""}}",10535496
61275775,not-logged-in-4fa498524f4135bc0f16,,4fa498524f4135bc0f16,4351,Images (Part I),6.13,2017-06-25 06:26:26 UTC,,,"{""session"":""04973f10147762de8dcfe42c8a48a9f9565020716fc92b036eb1704d04213a0f"",""viewport"":{""width"":1366,""height"":638},""started_at"":""2017-06-25T06:21:51.511Z"",""user_agent"":""Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"",""utc_offset"":""-32400"",""finished_at"":""2017-06-25T06:26:26.995Z"",""live_project"":true,""user_language"":""en"",""subject_dimensions"":[{""clientWidth"":286,""clientHeight"":205,""naturalWidth"":286,""naturalHeight"":205}]}","[{""task"":""T1"",""value"":""The graph is a histogram, with bars of varying widths and heights. The bars begin at a point 'a' on the x-axis and end at 'b'. A curve is fitted to the top of the bars, with the curve beginning at 'f', on the top left corner of the first bar."",""task_label"":""Describe the contents of the image""}]","{""10535491"":{""retired"":null,""Filename"":""1.jpg""}}",10535491
