subject_id,project_id,workflow_id,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason
10535498,4786,4351,12759,"{""Filename"":""Pdecay.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/efa69875-40a5-4d25-a932-45a9024ccc45.jpeg""}",7,,
10535498,4786,4459,12759,"{""Filename"":""Pdecay.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/efa69875-40a5-4d25-a932-45a9024ccc45.jpeg""}",0,,
10535499,4786,4351,12759,"{""Filename"":""Stirling Engine.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/85beacf4-3a48-4394-a4fe-6ff7a295940f.jpeg""}",7,,
10535499,4786,4459,12759,"{""Filename"":""Stirling Engine.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/85beacf4-3a48-4394-a4fe-6ff7a295940f.jpeg""}",0,,
10535500,4786,4351,12759,"{""Filename"":""VT1.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/36756b2d-708f-4cae-bd40-bf0f460e0028.jpeg""}",7,,
10535500,4786,4459,12759,"{""Filename"":""VT1.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/36756b2d-708f-4cae-bd40-bf0f460e0028.jpeg""}",0,,
10591470,4786,4351,12945,"{""id"":""1"",""image1"":""Temperature.jpg"",""image2"":""TempA1.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/9486936e-28d8-468d-b123-c99da6a22c56.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c12d9eda-a143-4056-b50e-5d1817eee60c.png""}",7,,
10591470,4786,4459,12945,"{""id"":""1"",""image1"":""Temperature.jpg"",""image2"":""TempA1.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/9486936e-28d8-468d-b123-c99da6a22c56.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c12d9eda-a143-4056-b50e-5d1817eee60c.png""}",0,,
10591471,4786,4351,12945,"{""id"":""2"",""image1"":""Temperature.jpg"",""image2"":""TempA2.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7d70bc5b-5eed-4bb9-9647-2674b2f0a285.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/71c228ee-a3d6-47d5-a8e1-0e9ad389488f.png""}",7,,
10591471,4786,4459,12945,"{""id"":""2"",""image1"":""Temperature.jpg"",""image2"":""TempA2.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7d70bc5b-5eed-4bb9-9647-2674b2f0a285.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/71c228ee-a3d6-47d5-a8e1-0e9ad389488f.png""}",0,,
10591472,4786,4351,12945,"{""id"":""3"",""image1"":""Temperature.jpg"",""image2"":""TempA3.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0571cdb2-504c-4f93-9cbe-205a9ccaae42.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/64b0840e-ab9b-4ad3-a672-bc00461fa765.png""}",7,,
10591472,4786,4459,12945,"{""id"":""3"",""image1"":""Temperature.jpg"",""image2"":""TempA3.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0571cdb2-504c-4f93-9cbe-205a9ccaae42.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/64b0840e-ab9b-4ad3-a672-bc00461fa765.png""}",0,,
10591473,4786,4351,12945,"{""id"":""4"",""image1"":""Temperature.jpg"",""image2"":""TempA4.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ecfab498-939c-45a5-877b-7bde066447a8.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/cb2dc93e-9d07-4c68-beba-b4832267f774.png""}",7,,
10591473,4786,4459,12945,"{""id"":""4"",""image1"":""Temperature.jpg"",""image2"":""TempA4.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ecfab498-939c-45a5-877b-7bde066447a8.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/cb2dc93e-9d07-4c68-beba-b4832267f774.png""}",0,,
10591474,4786,4351,12945,"{""id"":""5"",""image1"":""Temperature.jpg"",""image2"":""TempA5.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0d643744-afa3-4e10-9e61-99cb97a8327b.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d2e97164-fd53-4352-aac9-9bcc0d107b44.png""}",7,,
10591474,4786,4459,12945,"{""id"":""5"",""image1"":""Temperature.jpg"",""image2"":""TempA5.png""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0d643744-afa3-4e10-9e61-99cb97a8327b.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/d2e97164-fd53-4352-aac9-9bcc0d107b44.png""}",0,,
