subject_id,project_id,workflow_id,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason
10535491,4786,4351,12759,"{""Filename"":""1.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f3b12bfa-c959-441a-b6da-e737b6540357.jpeg""}",7,,
10535491,4786,4459,12759,"{""Filename"":""1.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f3b12bfa-c959-441a-b6da-e737b6540357.jpeg""}",0,,
10535492,4786,4351,12759,"{""Filename"":""AT1.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/642a861c-8514-4437-b6c2-f32c8a226984.jpeg""}",7,,
10535492,4786,4459,12759,"{""Filename"":""AT1.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/642a861c-8514-4437-b6c2-f32c8a226984.jpeg""}",0,,
10535493,4786,4351,12759,"{""Filename"":""CE1.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2c2e8ef4-8e14-4428-b54a-8e61d2e5705f.jpeg""}",7,,
10535493,4786,4459,12759,"{""Filename"":""CE1.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2c2e8ef4-8e14-4428-b54a-8e61d2e5705f.jpeg""}",0,,
10535494,4786,4351,12759,"{""Filename"":""Eye1.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2232cad2-c2b9-471e-b7f6-63a2fc17b939.jpeg""}",7,,
10535494,4786,4459,12759,"{""Filename"":""Eye1.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2232cad2-c2b9-471e-b7f6-63a2fc17b939.jpeg""}",0,,
10535495,4786,4351,12759,"{""Filename"":""Graphene.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0cd864f0-c125-4143-a60f-f3b9eda55b8d.jpeg""}",7,,
10535495,4786,4459,12759,"{""Filename"":""Graphene.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0cd864f0-c125-4143-a60f-f3b9eda55b8d.jpeg""}",0,,
10535496,4786,4351,12759,"{""Filename"":""HeatEngine.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/efa7a8f6-3df1-46b2-b72f-73bf44625391.jpeg""}",7,,
10535496,4786,4459,12759,"{""Filename"":""HeatEngine.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/efa7a8f6-3df1-46b2-b72f-73bf44625391.jpeg""}",0,,
10535497,4786,4351,12759,"{""Filename"":""NASA.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ddecb04a-8bdf-45d2-a30f-755d2ed502e1.jpeg""}",7,,
10535497,4786,4459,12759,"{""Filename"":""NASA.jpg""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ddecb04a-8bdf-45d2-a30f-755d2ed502e1.jpeg""}",0,,
